championship_name,event__name,round_name,rank,bib,nme,noc,total
2024 World Cup Final,10M Air Rifle Men,Final,8,1071,PANWAR Divyansh Singh,IND,124.0
2024 World Cup Final,10M Air Rifle Men,Qualification,1,1089,SOLLAZZO Danilo Dennis,ITA,633.8
2024 World Cup Final,10M Air Rifle Men,Qualification,2,1059,BABUTA Arjun,IND,631.6
2024 World Cup Final,10M Air Rifle Men,Qualification,3,1016,SHENG Lihao,CHN,631.6
2024 World Cup Final,10M Air Rifle Men,Qualification,4,1024,PRIVRATSKY Jiri,CZE,631.3
2024 World Cup Final,10M Air Rifle Men,Qualification,5,1071,PANWAR Divyansh Singh,IND,631.2
2024 World Cup Final,10M Air Rifle Men,Qualification,6,1003,STREMPFL Martin,AUT,630.4
2024 World Cup Final,10M Air Rifle Men,Qualification,7,1057,PENI Istvan,HUN,629.2
2024 World Cup Final,10M Air Rifle Men,Qualification,8,1007,DU Linshu,CHN,629.2
2024 World Cup Final,10M Air Rifle Men,Qualification,9,1056,PEKLER Zalan,HUN,628.4
2024 World Cup Final,10M Air Rifle Men,Qualification,10,1114,KOVACEVIC Lazar,SRB,625.9
2024 World Cup Final,50M Rifle 3 Positions Men,Final,1,1057,PENI Istvan,HUN,465.3
2024 World Cup Final,50M Rifle 3 Positions Men,Final,2,1024,PRIVRATSKY Jiri,CZE,464.2
2024 World Cup Final,50M Rifle 3 Positions Men,Final,3,1076,SHEORAN Akhil,IND,452.6
2024 World Cup Final,50M Rifle 3 Positions Men,Final,4,1014,LIU Yukun,CHN,442.4
2024 World Cup Final,50M Rifle 3 Positions Men,Final,5,1095,MALINOVSKIY Konstantin,KAZ,431.4
2024 World Cup Final,50M Rifle 3 Positions Men,Final,6,1002,SCHMIRL Alexander,AUT,419.2
2024 World Cup Final,50M Rifle 3 Positions Men,Final,7,1078,SINGH Chain,IND,409.3
2024 World Cup Final,50M Rifle 3 Positions Men,Final,8,1036,LEPPA Aleksi,FIN,407.8
2024 World Cup Final,50M Rifle 3 Positions Men,Qualification,1,1002,SCHMIRL Alexander,AUT,593-37x
2024 World Cup Final,50M Rifle 3 Positions Men,Qualification,2,1024,PRIVRATSKY Jiri,CZE,593-31x
2024 World Cup Final,50M Rifle 3 Positions Men,Qualification,3,1057,PENI Istvan,HUN,592-43x
2024 World Cup Final,50M Rifle 3 Positions Men,Qualification,4,1078,SINGH Chain,IND,590-32x
2024 World Cup Final,50M Rifle 3 Positions Men,Qualification,5,1095,MALINOVSKIY Konstantin,KAZ,589-36x
2024 World Cup Final,50M Rifle 3 Positions Men,Qualification,6,1076,SHEORAN Akhil,IND,589-35x
2024 World Cup Final,50M Rifle 3 Positions Men,Qualification,7,1014,LIU Yukun,CHN,589-31x
2024 World Cup Final,50M Rifle 3 Positions Men,Qualification,8,1036,LEPPA Aleksi,FIN,589-27x
2024 World Cup Final,50M Rifle 3 Positions Men,Qualification,9,1115,STEFANOVIC Milutin,SRB,587-32x
2024 World Cup Final,50M Rifle 3 Positions Men,Qualification,10,1007,DU Linshu,CHN,587-25x
2024 World Cup Final,50M Rifle 3 Positions Men,Qualification,11,1039,KRYZS Lucas Bernard Denis,FRA,586-34x
2024 World Cup Final,50M Rifle 3 Positions Men,Qualification,12,1108,HALVORSEN Ole Martin,NOR,585-38x
2024 World Cup Final,Skeet Men,Qualification,1,1083,CASSANDRO Tammaro,ITA,22
2024 World Cup Final,Skeet Men,Qualification,2,1111,AL-ATHBA Rashid Saleh,QAT,21
2024 World Cup Final,Skeet Men,Qualification,3,1087,ROSSETTI Gabriele,ITA,123
2024 World Cup Final,Skeet Men,Qualification,4,1028,HANSEN Jesper,DEN,2
2024 World Cup Final,Skeet Men,Qualification,5,1069,NARUKA Anant Jeet Singh,IND,1
2024 World Cup Final,Skeet Men,Qualification,6,1065,KHAN Mairaj Ahmad,IND,4
2024 World Cup Final,Skeet Men,Qualification,7,1033,MEHELBA Azmy,EGY,3
2024 World Cup Final,Skeet Men,Qualification,8,1129,PRINCE Conner Lynn,USA,117
2024 World Cup Final,Skeet Men,Qualification,9,1030,PETERSEN Emil Kjelgaard,DEN,116
2024 World Cup Final,Skeet Men,Qualification,10,1121,LEE Meng Yuan,TPE,116
2024 World Cup Final,Trap Men,Qualification,1,1001,WILLETT James,AUS,122
2024 World Cup Final,Trap Men,Qualification,2,1015,QI Ying,CHN,12
2024 World Cup Final,Trap Men,Qualification,3,1064,KAPOOR Vivaan,IND,11
2024 World Cup Final,Trap Men,Qualification,4,1128,TUNCER N Tolga,TUR,5
2024 World Cup Final,Trap Men,Qualification,5,1023,KOSTELECKY David,CZE,11
2024 World Cup Final,Trap Men,Qualification,6,1034,FERNANDEZ Alberto,ESP,10
2024 World Cup Final,Trap Men,Qualification,7,1027,VANEK Pavel,CZE,6
2024 World Cup Final,Trap Men,Qualification,8,1068,MENDIRATTA Bhowneesh,IND,3
2024 World Cup Final,Trap Men,Qualification,9,1053,BROL CARDENAS Jean Pierre,GUA,113
2024 World Cup Final,Trap Men,Qualification,10,1032,MEHELBA Abdel Aziz,EGY,113
2024 World Cup Final,10M Air Pistol Women,Final,1,1038,JEDRZEJEWSKI Camille,FRA,240.8
2024 World Cup Final,10M Air Pistol Women,Final,2,1122,LIU Heng Yu,TPE,237.4
2024 World Cup Final,10M Air Pistol Women,Final,3,1031,ELGOHARI Hala,EGY,215.7
2024 World Cup Final,10M Air Pistol Women,Final,4,1073,SANGWAN Rhythm,IND,197.2
2024 World Cup Final,10M Air Pistol Women,Final,5,1072,RAO Surbhi,IND,176.6
2024 World Cup Final,10M Air Pistol Women,Final,6,1011,JIANG Ranxin,CHN,155.2
2024 World Cup Final,10M Air Pistol Women,Final,7,1012,LI Xue,CHN,136.6
2024 World Cup Final,10M Air Pistol Women,Final,8,1004,NASIROVA Nigar,AZE,115.6
2024 World Cup Final,10M Air Pistol Women,Qualification,1,1073,SANGWAN Rhythm,IND,579-18x
2024 World Cup Final,10M Air Pistol Women,Qualification,2,1011,JIANG Ranxin,CHN,577-18x
2024 World Cup Final,10M Air Pistol Women,Qualification,3,1038,JEDRZEJEWSKI Camille,FRA,575-17x
2024 World Cup Final,10M Air Pistol Women,Qualification,4,1072,RAO Surbhi,IND,574-13x
2024 World Cup Final,10M Air Pistol Women,Qualification,5,1031,ELGOHARI Hala,EGY,571-16x
2024 World Cup Final,10M Air Pistol Women,Qualification,6,1122,LIU Heng Yu,TPE,571-13x
2024 World Cup Final,10M Air Pistol Women,Qualification,7,1004,NASIROVA Nigar,AZE,568-13x
2024 World Cup Final,10M Air Pistol Women,Qualification,8,1012,LI Xue,CHN,567-15x
2024 World Cup Final,10M Air Pistol Women,Qualification,9,1126,TARHAN Sevval Ilayda,TUR,563-10x
2024 World Cup Final,25M Pistol Women,Final,1,1045,EDER Josefin,GER,36
2024 World Cup Final,25M Pistol Women,Final,2,1038,JEDRZEJEWSKI Camille,FRA,35
2024 World Cup Final,25M Pistol Women,Final,3,1008,FENG Sixuan,CHN,31
2024 World Cup Final,25M Pistol Women,Final,4,1073,SANGWAN Rhythm,IND,27
2024 World Cup Final,25M Pistol Women,Final,5,1051,VENNEKAMP Doreen,GER,22
2024 World Cup Final,25M Pistol Women,Final,6,1060,BRAR Simranpreet Kaur,IND,20
2024 World Cup Final,25M Pistol Women,Final,7,1101,YANG Jiin,KOR,13
2024 World Cup Final,25M Pistol Women,Final,8,1055,MAJOR Veronika,HUN,11
2024 World Cup Final,25M Pistol Women,Qualification,1,1055,MAJOR Veronika,HUN,593-30x
2024 World Cup Final,25M Pistol Women,Qualification,2,1101,YANG Jiin,KOR,590-26x
2024 World Cup Final,25M Pistol Women,Qualification,3,1008,FENG Sixuan,CHN,589-29x
2024 World Cup Final,25M Pistol Women,Qualification,4,1038,JEDRZEJEWSKI Camille,FRA,588-30x
2024 World Cup Final,25M Pistol Women,Qualification,5,1051,VENNEKAMP Doreen,GER,587-27x
2024 World Cup Final,25M Pistol Women,Qualification,6,1060,BRAR Simranpreet Kaur,IND,585-20x
2024 World Cup Final,25M Pistol Women,Qualification,7,1073,SANGWAN Rhythm,IND,584-16x
2024 World Cup Final,25M Pistol Women,Qualification,8,1045,EDER Josefin,GER,582-19x
2024 World Cup Final,25M Pistol Women,Qualification,9,1006,MINCHEVA Miroslava,BUL,582-19x
2024 World Cup Final,25M Pistol Women,Qualification,10,1022,ZHAO Nan,CHN,579-19x
2024 World Cup Final,25M Pistol Women,Qualification,11,1081,ROSTAMIYAN Haniyeh,IRI,577-18x
2024 World Cup Final,10M Air Rifle Women,Final,1,1010,HUANG Yuting,CHN,254.5
2024 World Cup Final,10M Air Rifle Women,Final,2,1067,MASKAR Sonam Uttam,IND,252.9
2024 World Cup Final,10M Air Rifle Women,Final,3,1040,MULLER Oceanne,FRA,231.1
2024 World Cup Final,10M Air Rifle Women,Final,4,1098,KWON Eunji,KOR,209.9
2024 World Cup Final,10M Air Rifle Women,Final,5,1009,HAN Jiayu,CHN,188.5
2024 World Cup Final,10M Air Rifle Women,Final,6,1075,SEN Tilottama,IND,167.7
2024 World Cup Final,10M Air Rifle Women,Final,7,1047,JANSSEN Anna,GER,146.0
2024 World Cup Final,10M Air Rifle Women,Final,8,1092,NOBATA Misaki,JPN,124.4
2024 World Cup Final,10M Air Rifle Women,Qualification,1,1047,JANSSEN Anna,GER,636.9
2024 World Cup Final,10M Air Rifle Women,Qualification,2,1040,MULLER Oceanne,FRA,634.0
2024 World Cup Final,10M Air Rifle Women,Qualification,3,1010,HUANG Yuting,CHN,633.3
2024 World Cup Final,10M Air Rifle Women,Qualification,4,1067,MASKAR Sonam Uttam,IND,632.1
2024 World Cup Final,10M Air Rifle Women,Qualification,5,1009,HAN Jiayu,CHN,631.4
2024 World Cup Final,10M Air Rifle Women,Qualification,6,1098,KWON Eunji,KOR,631.2
2024 World Cup Final,10M Air Rifle Women,Qualification,7,1075,SEN Tilottama,IND,628.9
2024 World Cup Final,10M Air Rifle Women,Qualification,8,1092,NOBATA Misaki,JPN,628.1
2024 World Cup Final,10M Air Rifle Women,Qualification,9,1109,STANKIEWICZ Aneta,POL,627.7
2024 World Cup Final,10M Air Rifle Women,Qualification,10,1097,KEUM Jihyeon,KOR,627.6
2024 World Cup Final,10M Air Rifle Women,Qualification,11,1116,GOGNIAT Audrey,SUI,625.8
2024 World Cup Final,50M Rifle 3 Positions Women,Final,1,1029,IBSEN Rikke Maeng,DEN,466.2
2024 World Cup Final,50M Rifle 3 Positions Women,Final,2,1107,DUESTAD Jeanette Hegg,NOR,465.6
2024 World Cup Final,50M Rifle 3 Positions Women,Final,3,1009,HAN Jiayu,CHN,453.7
2024 World Cup Final,50M Rifle 3 Positions Women,Final,4,1044,BEER Jolyn,GER,443.6
2024 World Cup Final,50M Rifle 3 Positions Women,Final,5,1021,ZHANG Qiongyue,CHN,432.5
2024 World Cup Final,50M Rifle 3 Positions Women,Final,6,1106,OYUNBAT Yesugen,MGL,418.1
2024 World Cup Final,50M Rifle 3 Positions Women,Final,7,1047,JANSSEN Anna,GER,406.3
2024 World Cup Final,50M Rifle 3 Positions Women,Final,8,1019,XIA Siyu,CHN,404.9
2024 World Cup Final,50M Rifle 3 Positions Women,Qualification,1,1009,HAN Jiayu,CHN,593-41x
2024 World Cup Final,50M Rifle 3 Positions Women,Qualification,2,1021,ZHANG Qiongyue,CHN,592-38x
2024 World Cup Final,50M Rifle 3 Positions Women,Qualification,3,1107,DUESTAD Jeanette Hegg,NOR,591-35x
2024 World Cup Final,50M Rifle 3 Positions Women,Qualification,4,1029,IBSEN Rikke Maeng,DEN,590-32x
2024 World Cup Final,50M Rifle 3 Positions Women,Qualification,5,1044,BEER Jolyn,GER,589-28x
2024 World Cup Final,50M Rifle 3 Positions Women,Qualification,6,1106,OYUNBAT Yesugen,MGL,589-26x
2024 World Cup Final,50M Rifle 3 Positions Women,Qualification,7,1047,JANSSEN Anna,GER,588-34x
2024 World Cup Final,50M Rifle 3 Positions Women,Qualification,8,1019,XIA Siyu,CHN,587-31x
2024 World Cup Final,50M Rifle 3 Positions Women,Qualification,9,1063,CHOUKSEY Ashi,IND,587-30x
2024 World Cup Final,50M Rifle 3 Positions Women,Qualification,10,1070,NISCHAL Nischal,IND,585-30x
2024 World Cup Final,50M Rifle 3 Positions Women,Qualification,11,1118,LEONE Chiara,SUI,584-32x
2024 World Cup Final,50M Rifle 3 Positions Women,Qualification,12,1117,JAEGGI Emely,SUI,584-29x
2024 World Cup Final,Skeet Women,Qualification,1,1082,BACOSI Diana,ITA,8
2024 World Cup Final,Skeet Women,Qualification,2,1130,SIMONTON Samantha,USA,7
2024 World Cup Final,Skeet Women,Qualification,3,1131,VIZZI Dania Jo,USA,56
2024 World Cup Final,Skeet Women,Qualification,4,1074,SEKHON Ganemat,IND,55
2024 World Cup Final,Skeet Women,Qualification,5,1085,MARUZZO Martina,ITA,121
2024 World Cup Final,Skeet Women,Qualification,6,1037,ANASTASSIOU Lucie,FRA,120
2024 World Cup Final,Skeet Women,Qualification,7,1026,SUMOVA Barbora,CZE,117
2024 World Cup Final,Skeet Women,Qualification,8,1061,CHAUHAN Maheshwari,IND,117
2024 World Cup Final,Skeet Women,Qualification,9,1105,RODRIGUEZ Gabriela,MEX,116
2024 World Cup Final,Skeet Women,Qualification,10,1096,ORYNBAY Assem,KAZ,113
2024 World Cup Final,Skeet Women,Qualification,11,1112,AL SHARSHANI Reem,QAT,106
2024 World Cup Final,Trap Women,Qualification,1,1091,STANCO Silvana Maria,ITA,120
2024 World Cup Final,Trap Women,Qualification,2,1088,SESSA Erica,ITA,118
2024 World Cup Final,Trap Women,Qualification,3,1127,TEMIZDEMIR Safiye,TUR,117
2024 World Cup Final,Trap Women,Qualification,4,1035,GALVEZ Fatima,ESP,115
2024 World Cup Final,Trap Women,Qualification,5,1103,BASSIL Ray,LBN,5
2024 World Cup Final,Trap Women,Qualification,6,1113,PERILLI Alessandra,SMR,4
2024 World Cup Final,Trap Women,Qualification,7,1124,KAYA Rumeysa Pelin,TUR,3
2024 World Cup Final,Trap Women,Qualification,8,1079,SINGH Shreyasi,IND,1
2024 World Cup Final,Trap Women,Qualification,9,1094,DMITRIYENKO Mariya,KAZ,113
2024 World Cup Final,Trap Women,Qualification,10,1054,RUANO OLIVA Adriana,GUA,108
2024 World Cup Final,Trap Women,Qualification,11,1066,KUMARI Rajeshwari,IND,102
