championship_name,event__name,round_name,rank,bib,nme,noc,total
2022 World Championship,10M Air Pistol Women,Qualification,52,2124,MARRACHO Filipa,POR,567-12x
2022 World Championship,10M Air Pistol Women,Qualification,53,2078,QUIROZ Franchette Shayne,PHI,567-11x
2022 World Championship,10M Air Pistol Women,Qualification,54,1745,YAMADA Satoko,JPN,567-9x
2022 World Championship,10M Air Pistol Women,Qualification,55,2094,KLEPACZ Katarzyna,POL,566-16x
2022 World Championship,10M Air Pistol Women,Qualification,56,1347,FRANQUET Sonia,ESP,566-14x
2022 World Championship,10M Air Pistol Women,Qualification,57,2297,RUANGTHIANG Sutthada,THA,566-13x
2022 World Championship,10M Air Pistol Women,Qualification,58,2090,BOREK Julita,POL,566-13x
2022 World Championship,10M Air Pistol Women,Qualification,59,1700,GIANCAMILLI Chiara,ITA,565-15x
2022 World Championship,10M Air Pistol Women,Qualification,60,2291,CHAMPALAT Natsara,THA,565-11x
2022 World Championship,10M Air Pistol Women,Qualification,61,1948,TUMURCHUDUR Bayartsetseg,MGL,565-10x
2022 World Championship,10M Air Pistol Women,Qualification,62,2340,TARHAN Sevval Ilayda,TUR,565-8x
2022 World Championship,10M Air Pistol Women,Qualification,63,1148,MINCHEVA Miroslava,BUL,565-7x
2022 World Championship,10M Air Pistol Women,Qualification,64,1754,AXENOVA Olga,KAZ,564-10x
2022 World Championship,10M Air Pistol Women,Qualification,65,1893,NURUL Syasya Nadiah Binti Mohd Arifin,MAS,563-16x
2022 World Championship,10M Air Pistol Women,Qualification,66,1448,KILADZE Lizi,GEO,563-14x
2022 World Championship,10M Air Pistol Women,Qualification,67,1543,MAJOR Veronika,HUN,563-14x
2022 World Championship,10M Air Pistol Women,Qualification,68,1513,LINARES MONTOYA Kimberly Nohely,GUA,563-13x
2022 World Championship,10M Air Pistol Women,Qualification,69,1884,RANKELYTE Gabriele,LTU,563-11x
2022 World Championship,10M Air Pistol Women,Qualification,70,1714,VECCARO Margherita Brigida,ITA,563-9x
2022 World Championship,10M Air Pistol Women,Qualification,71,1238,OMAZIC Matea,CRO,561-13x
2022 World Championship,10M Air Pistol Women,Qualification,72,1728,AITA Narumi,JPN,561-13x
2022 World Championship,10M Air Pistol Women,Qualification,73,1371,RUMIANTSEVA Vera,EST,561-11x
2022 World Championship,10M Air Pistol Women,Qualification,74,1466,BERGE Svenja,GER,561-10x
2022 World Championship,10M Air Pistol Women,Qualification,75,1722,ABU RABEE Zaid,JOR,560-16x
2022 World Championship,10M Air Pistol Women,Qualification,76,2062,TALAT Kishmala,PAK,560-11x
2022 World Championship,10M Air Pistol Women,Qualification,77,1752,ALIMBEK Saule,KAZ,560-10x
2022 World Championship,10M Air Pistol Women,Qualification,78,1552,SIKE Renata,HUN,559-13x
2022 World Championship,10M Air Pistol Women,Qualification,79,1162,VASILEVA Yanka,CAN,559-11x
2022 World Championship,10M Air Pistol Women,Qualification,80,1220,PEREZ BOLANOS Juliana,COL,558-15x
2022 World Championship,10M Air Pistol Women,Qualification,81,1786,MAKHMADOVA Bakhtigul,KGZ,558-11x
2022 World Championship,10M Air Pistol Women,Qualification,82,1307,ABDEL LATIF Radwa,EGY,558-10x
2022 World Championship,10M Air Pistol Women,Qualification,83,2367,KOROSTYLOVA Yulia,UKR,557-15x
2022 World Championship,10M Air Pistol Women,Qualification,84,2060,IBTISAM Anna,PAK,557-14x
2022 World Championship,10M Air Pistol Women,Qualification,85,1886,ZDANOVA Jekaterina,LTU,557-13x
2022 World Championship,10M Air Pistol Women,Qualification,86,2153,MOHAMUD Nasra Mohammed,QAT,556-13x
2022 World Championship,10M Air Pistol Women,Qualification,87,1241,SKELEDZIJA Lana,CRO,556-10x
2022 World Championship,10M Air Pistol Women,Qualification,88,1332,MOUSTAFA Manal,EGY,556-7x
2022 World Championship,10M Air Pistol Women,Qualification,89,1158,KIEJKO Lynda,CAN,556-6x
2022 World Championship,10M Air Pistol Women,Qualification,90,1004,KONINI Manjola,ALB,555-8x
2022 World Championship,10M Air Pistol Women,Qualification,91,1157,GUSTAFSON Elizabeth,CAN,554-7x
2022 World Championship,10M Air Pistol Women,Qualification,92,1068,ABBASLI Nazrin,AZE,553-12x
2022 World Championship,10M Air Pistol Women,Qualification,93,1723,HEBAH ALKILANI Hebah,JOR,553-7x
2022 World Championship,10M Air Pistol Women,Qualification,94,1885,RANKELYTE Greta,LTU,552-10x
2022 World Championship,10M Air Pistol Women,Qualification,95,2471,AL RAIMI Yasameen,YEM,551-9x
2022 World Championship,10M Air Pistol Women,Qualification,96,2002,AUNE Ann Helen,NOR,550-9x
2022 World Championship,10M Air Pistol Women,Qualification,97,1971,POPOVIC Jovana,MNE,547-9x
2022 World Championship,10M Air Pistol Women,Qualification,98,2045,AL JAHMANI Sahir,OMA,545-8x
2022 World Championship,10M Air Pistol Women,Qualification,99,1362,KIISK Kristina,EST,544-6x
2022 World Championship,10M Air Pistol Women,Qualification,100,1081,SAMADOVA Narmina,AZE,543-8x
2022 World Championship,10M Air Pistol Women,Qualification,101,1366,KOVALJOVA Alina,EST,543-6x
2022 World Championship,10M Air Pistol Women,Qualification,102,2351,ALSHUHAIL Ghaya Shuhail Abdalla Shuhai,UAE,542-9x
2022 World Championship,10M Air Pistol Women,Qualification,103,2470,AL NAGGAR Ahlam,YEM,538-9x
2022 World Championship,10M Air Pistol Women,Qualification,104,2127,SILVA BATISTA RODRIGUES Ana Raquel,POR,537-11x
2022 World Championship,10M Air Pistol Women,Qualification,105,1002,BALLI Gresia,ALB,537-5x
2022 World Championship,10M Air Pistol Women,Qualification,106,1524,LO Ka Kay,HKG,535-7x
2022 World Championship,10M Air Pistol Women,Qualification,107,1003,DELILAJ Manuela,ALB,532-12x
2022 World Championship,10M Air Pistol Women,Qualification,108,1523,IP Pui Yi Q Qualification,HKG,531-3x
2022 World Championship,25M Pistol Women,Medal Match,1,1804,KIM Jangmi,KOR,32
2022 World Championship,25M Pistol Women,Medal Match,2,1168,CHEN Yan,CHN,31
2022 World Championship,25M Pistol Women,Medal Match,3,1495,VENNEKAMP Doreen,GER,22
2022 World Championship,25M Pistol Women,Medal Match,4,1147,KOSTADINOVA Antoaneta,BUL,8
2022 World Championship,25M Pistol Women,Ranking Match 1,1,1495,VENNEKAMP Doreen,GER,1
2022 World Championship,25M Pistol Women,Ranking Match 1,2,1804,KIM Jangmi,KOR,7
2022 World Championship,25M Pistol Women,Ranking Match 1,3,1625,SANGWAN Rhythm,IND,11
2022 World Championship,25M Pistol Women,Ranking Match 1,4,1418,LAMOLLE Mathilde,FRA,10
2022 World Championship,25M Pistol Women,Ranking Match 2,1,1147,KOSTADINOVA Antoaneta,BUL,16
2022 World Championship,25M Pistol Women,Ranking Match 2,2,1168,CHEN Yan,CHN,13
2022 World Championship,25M Pistol Women,Ranking Match 2,3,1664,ROSTAMIYAN Haniyeh,IRI,2
2022 World Championship,25M Pistol Women,Ranking Match 2,4,1504,KORAKAKI Anna,GRE,8
2022 World Championship,25M Pistol Women,Qualification,1,1495,VENNEKAMP Doreen GER Precision 96 97 99 292,,590-24x
2022 World Championship,25M Pistol Women,Qualification,2,1664,ROSTAMIYAN Haniyeh IRI Precision 96 95 98 289,,588-17x
2022 World Championship,25M Pistol Women,Qualification,3,1625,SANGWAN Rhythm IND Precision 99 99 97 295,,587-26x
2022 World Championship,25M Pistol Women,Qualification,4,1147,KOSTADINOVA Antoaneta BUL Precision 98 99 98 295,,586-18x
2022 World Championship,25M Pistol Women,Qualification,5,1418,LAMOLLE Mathilde FRA Precision 94 97 97 288,,585-21x
2022 World Championship,25M Pistol Women,Qualification,6,1168,CHEN Yan CHN Precision 98 98 95 291,,585-21x
2022 World Championship,25M Pistol Women,Qualification,7,1804,KIM Jangmi KOR Precision 94 100 97 291,,584-24x
2022 World Championship,25M Pistol Women,Qualification,8,1504,KORAKAKI Anna GRE Precision 99 96 98 293,,583-28x
2022 World Championship,25M Pistol Women,Qualification,9,1479,KARSCH Monika GER Precision 94 97 97 288,,583-23x
2022 World Championship,25M Pistol Women,Qualification,10,1582,BHAKER Manu IND Precision 96 98 98 292,,583-19x
2022 World Championship,25M Pistol Women,Qualification,11,1492,SKERIES Michelle GER Precision 95 98 92 285,,583-15x
2022 World Championship,25M Pistol Women,Qualification,12,1812,KOH Eun KOR Precision 94 98 96 288,,582-19x
2022 World Championship,25M Pistol Women,Qualification,13,1148,MINCHEVA Miroslava BUL Precision 96 95 95 286,,582-18x
2022 World Championship,25M Pistol Women,Qualification,14,1537,FABIAN Sara Rahel HUN Precision 96 97 96 289,,582-16x
2022 World Championship,25M Pistol Women,Qualification,15,1948,TUMURCHUDUR MGL Precision 94 94 97 285 Bayartsetseg,,581-25x
2022 World Championship,25M Pistol Women,Qualification,16,2113,WAWRZONOWSKA Joanna POL Precision 95 97 97 289 Iwona,,581-15x
2022 World Championship,25M Pistol Women,Qualification,17,2317,TIEN Chia Chen TPE Precision 94 96 97 287,,581-11x
2022 World Championship,25M Pistol Women,Qualification,18,1200,XIAO Jiaruixuan CHN Precision 91 97 97 285,,580-22x
2022 World Championship,25M Pistol Women,Qualification,19,1616,PATIL Abhidnya Ashok IND Precision 98 98 95 291,,580-22x
2022 World Championship,25M Pistol Women,Qualification,20,2170,TEH Xiu Hong SGP Precision 94 97 96 287,,580-17x
2022 World Championship,25M Pistol Women,Qualification,21,2368,KOSTEVYCH Olena UKR Precision 98 98 96 292,,580-17x
2022 World Championship,25M Pistol Women,Qualification,22,1355,SOTO Maria Mercedes ESP Precision 94 96 97 287,,579-24x
2022 World Championship,25M Pistol Women,Qualification,23,1267,DEDOVA Anna CZE Precision 94 92 98 284,,579-20x
2022 World Championship,25M Pistol Women,Qualification,24,2296,PRUCKSAKORN Tanyaporn THA Precision 95 95 97 287,,579-19x
2022 World Championship,25M Pistol Women,Qualification,25,1056,STEINER Sylvia AUT Precision 99 97 93 289,,579-19x
2022 World Championship,25M Pistol Women,Qualification,26,1871,RASMANE Agate LAT Precision 96 97 91 284,,579-18x
2022 World Championship,25M Pistol Women,Qualification,27,1946,TSOGBADRAKH Munkhzul MGL Precision 98 95 95 288,,579-17x
2022 World Championship,25M Pistol Women,Qualification,28,1742,SASAKI Chizuru JPN Precision 96 96 96 288,,579-14x
2022 World Championship,25M Pistol Women,Qualification,29,2405,LAGAN Alexis USA Precision 96 94 95 285,,578-18x
2022 World Championship,25M Pistol Women,Qualification,30,2320,WU Chia Ying TPE Precision 98 91 94 283,,578-17x
2022 World Championship,25M Pistol Women,Qualification,31,1543,MAJOR Veronika HUN Precision 94 97 96 287,,578-16x
2022 World Championship,25M Pistol Women,Qualification,32,1454,SALUKVADZE Nino GEO Precision 95 94 95 284,,578-15x
2022 World Championship,25M Pistol Women,Qualification,33,1181,LIU Rui CHN Precision 96 95 92 283,,578-13x
2022 World Championship,25M Pistol Women,Qualification,34,1416,JEDRZEJEWSKI Camille FRA Precision 96 98 94 288,,577-17x
2022 World Championship,25M Pistol Women,Qualification,35,1817,LEE Pureum KOR Precision 96 95 95 286,,577-14x
2022 World Championship,25M Pistol Women,Qualification,36,1947,TSOLMONBAATAR Anudari MGL Precision 96 97 96 289,,576-23x
2022 World Championship,25M Pistol Women,Qualification,37,2091,BRES Klaudia POL Precision 96 95 96 287,,576-18x
2022 World Championship,25M Pistol Women,Qualification,38,2171,TEO Shun Xie SGP Precision 94 95 98 287,,576-15x
2022 World Championship,25M Pistol Women,Qualification,39,1884,RANKELYTE Gabriele LTU Precision 98 98 97 293,,576-15x
2022 World Championship,25M Pistol Women,Qualification,40,1534,CSONKA Zsofia HUN Precision 91 95 98 284,,575-24x
2022 World Championship,25M Pistol Women,Qualification,41,1754,AXENOVA Olga KAZ Precision 90 95 99 284,,575-17x
2022 World Championship,25M Pistol Women,Qualification,42,2367,KOROSTYLOVA Yulia UKR Precision 94 96 95 285,,575-15x
2022 World Championship,25M Pistol Women,Qualification,43,1926,ZAVALA VAZQUEZ AlejandraMEX Precision 99 92 96 287,,574-17x
2022 World Championship,25M Pistol Women,Qualification,44,1028,GALIABOVITCH Elena AUS Precision 96 95 98 289,,574-15x
2022 World Championship,25M Pistol Women,Qualification,45,2122,CASTELAO Joana POR Precision 96 97 96 289,,574-13x
2022 World Championship,25M Pistol Women,Qualification,46,1256,PEREZ Laina CUB Precision 93 99 96 288,,574-12x
2022 World Championship,25M Pistol Women,Qualification,47,1436,LIDDON Jess GBR Precision 99 96 97 292,,574-12x
2022 World Championship,25M Pistol Women,Qualification,48,1696,COSTANTINO Sara ITA Precision 93 97 96 286,,573-16x
2022 World Championship,25M Pistol Women,Qualification,49,2374,NIMETS Anastasiia UKR Precision 94 95 96 285,,573-12x
2022 World Championship,25M Pistol Women,Qualification,50,1666,SEBGHATOLLAHI Golnoush IRI Precision 93 94 96 283,,572-15x
2022 World Championship,25M Pistol Women,Qualification,51,1745,YAMADA Satoko JPN Precision 95 92 97 284,,572-15x
2022 World Championship,25M Pistol Women,Qualification,52,2297,RUANGTHIANG Sutthada THA Precision 89 98 97 284,,572-15x
2022 World Championship,25M Pistol Women,Qualification,53,2178,BOLA UJCIC Denis SLO Precision 96 96 95 287,,572-13x
2022 World Championship,25M Pistol Women,Qualification,54,2392,ABELN Katelyn Morgan USA Precision 94 98 95 287,,572-13x
2022 World Championship,25M Pistol Women,Qualification,55,1765,YUNUSMETOVA Irina KAZ Precision 98 98 95 291,,572-13x
2022 World Championship,25M Pistol Women,Qualification,56,2430,UPTAGRAFFT Sandra USA Precision 90 98 94 282,,571-11x
2022 World Championship,25M Pistol Women,Qualification,57,1962,BEZZINA Eleanor MLT Precision 96 98 96 290,,570-15x
2022 World Championship,25M Pistol Women,Qualification,58,2291,CHAMPALAT Natsara THA Precision 93 91 97 281,,569-16x
2022 World Championship,25M Pistol Women,Qualification,59,1737,KONISHI Yukari JPN Precision 94 97 95 286,,569-16x
2022 World Championship,25M Pistol Women,Qualification,60,2340,TARHAN Sevval Ilayda TUR Precision 96 96 97 289,,569-13x
2022 World Championship,25M Pistol Women,Qualification,61,2090,BOREK Julita POL Precision 93 95 96 284,,569-13x
2022 World Championship,25M Pistol Women,Qualification,62,2059,GUL Rasam PAK Precision 90 93 95 278,,568-15x
2022 World Championship,25M Pistol Women,Qualification,63,1892,AZAHARI Alia Sazana MAS Precision 94 93 95 282,,568-11x
2022 World Championship,25M Pistol Women,Qualification,64,1266,DEDOVA Alzbeta CZE Precision 93 96 92 281,,568-8x
2022 World Championship,25M Pistol Women,Qualification,65,2319,TU YI Yi Tzu TPE Precision 89 94 94 277,,566-16x
2022 World Championship,25M Pistol Women,Qualification,66,1713,VARRICCHIO Maria ITA Precision 95 94 96 285,,566-16x
2022 World Championship,25M Pistol Women,Qualification,67,1275,SCHEJBALOVA Veronika CZE Precision 91 94 97 282,,566-10x
2022 World Championship,25M Pistol Women,Qualification,68,2153,MOHAMUD Nasra QAT Precision 90 91 98 279 Mohammed,,565-10x
2022 World Championship,25M Pistol Women,Qualification,69,1333,NASSR Radwan Amira EGY Precision 96 93 91 280 Fattouh,,564-12x
2022 World Championship,25M Pistol Women,Qualification,70,1656,GHORBANI Mina IRI Precision 95 95 95 285,,562-9x
2022 World Championship,25M Pistol Women,Qualification,71,1886,ZDANOVA Jekaterina LTU Precision 97 94 93 284,,561-13x
2022 World Championship,25M Pistol Women,Qualification,72,2040,AL BALUSHI Wadha OMA Precision 97 92 96 285,,560-9x
2022 World Championship,25M Pistol Women,Qualification,73,1079,NASIROVA Nigar AZE Precision 97 93 93 283,,560-8x
2022 World Championship,25M Pistol Women,Qualification,74,1004,KONINI Manjola ALB Precision 94 87 93 274,,559-17x
2022 World Championship,25M Pistol Women,Qualification,75,1003,DELILAJ Manuela ALB Precision 94 95 97 286,,559-9x
2022 World Championship,25M Pistol Women,Qualification,76,1700,GIANCAMILLI Chiara ITA Precision 91 89 90 270,,558-10x
2022 World Championship,25M Pistol Women,Qualification,77,1081,SAMADOVA Narmina AZE Precision 92 94 96 282,,557-14x
2022 World Championship,25M Pistol Women,Qualification,78,1158,KIEJKO Lynda CAN Precision 94 91 92 277,,553-7x
2022 World Championship,25M Pistol Women,Qualification,79,1752,ALIMBEK Saule KAZ Precision 95 88 95 278,,552-11x
2022 World Championship,25M Pistol Women,Qualification,80,1362,KIISK Kristina EST Precision 92 90 93 275,,550-8x
2022 World Championship,25M Pistol Women,Qualification,81,2002,AUNE Ann Helen NOR Precision 89 88 91 268,,549-9x
2022 World Championship,25M Pistol Women,Qualification,82,1318,ELKAMSHANY Hadeir Saad EGY Precision 92 95 84 271 Mohamed,,547-7x
2022 World Championship,25M Pistol Women,Qualification,83,2070,QUINTANILLA Mariana PER Precision 86 91 89 266,,546-10x
2022 World Championship,25M Pistol Women,Qualification,84,2045,AL JAHMANI Sahir OMA Precision 90 90 92 272,,546-5x
2022 World Championship,25M Pistol Women,Qualification,85,1002,BALLI Gresia ALB Precision 91 94 91 276,,545-7x
2022 World Championship,25M Pistol Women,Qualification,86,2464,TRINH Thu Vinh VIE Precision 92 79 82 253,,544-15x
2022 World Championship,25M Pistol Women,Qualification,87,1885,RANKELYTE Greta LTU Precision 93 93 88 274,,543-9x
2022 World Championship,25M Pistol Women,Qualification,88,1157,GUSTAFSON Elizabeth CAN Precision 92 88 91 271,,541-7x
2022 World Championship,25M Pistol Women,Qualification,89,1513,LINARES MONTOYA GUA Precision 91 89 94 274 Kimberly Nohely Q Qualification,,DNS
2022 World Championship,10M Air Rifle Women,Gold Medal Match,1,2433,WEISZ Alison Marie,USA,16
2022 World Championship,10M Air Rifle Women,Gold Medal Match,2,1173,HUANG Yuting,CHN,14
2022 World Championship,10M Air Rifle Women,Ranking Match,1,1173,HUANG Yuting,CHN,264.5
2022 World Championship,10M Air Rifle Women,Ranking Match,2,2433,WEISZ Alison Marie,USA,261.3
2022 World Championship,10M Air Rifle Women,Ranking Match,3,1211,ZHANG Yu,CHN,260.1
2022 World Championship,10M Air Rifle Women,Ranking Match,4,2105,PIOTROWSKA Julia Ewa,POL,259.2
2022 World Championship,10M Air Rifle Women,Ranking Match,5,1802,KEUM Jihyeon,KOR,205.9
2022 World Championship,10M Air Rifle Women,Ranking Match,6,1438,MCINTOSH Seonaid,GBR,205.4
2022 World Championship,10M Air Rifle Women,Ranking Match,7,1198,WANG Zhilin,CHN,154.8
2022 World Championship,10M Air Rifle Women,Ranking Match,8,1421,MULLER Oceanne,FRA,153.1
2022 World Championship,10M Air Rifle Women,Qualification,1,2433,WEISZ Alison Marie,USA,633.6
2022 World Championship,10M Air Rifle Women,Qualification,2,1198,WANG Zhilin,CHN,631.6
2022 World Championship,10M Air Rifle Women,Qualification,3,1802,KEUM Jihyeon,KOR,631.2
2022 World Championship,10M Air Rifle Women,Qualification,4,1438,MCINTOSH Seonaid,GBR,630.6
2022 World Championship,10M Air Rifle Women,Qualification,5,1173,HUANG Yuting,CHN,630.4
2022 World Championship,10M Air Rifle Women,Qualification,6,2105,PIOTROWSKA Julia Ewa,POL,630.2
2022 World Championship,10M Air Rifle Women,Qualification,7,1421,MULLER Oceanne,FRA,630.1
2022 World Championship,10M Air Rifle Women,Qualification,8,1211,ZHANG Yu,CHN,630.0
2022 World Championship,10M Air Rifle Women,Qualification,9,1944,OYUNBAT Yesugen,MGL,629.8
2022 World Championship,10M Air Rifle Women,Qualification,10,1592,GHOSH Mehuli,IND,629.7
2022 World Championship,10M Air Rifle Women,Qualification,11,1413,GOMEZ Judith,FRA,629.4
2022 World Championship,10M Air Rifle Women,Qualification,12,1796,GWON Dayeong,KOR,629.3
2022 World Championship,10M Air Rifle Women,Qualification,13,1622,SAJJANAR Meghana,IND,629.2
2022 World Championship,10M Air Rifle Women,Qualification,14,1091,KOLY Kamrun,BAN,629.2
2022 World Championship,10M Air Rifle Women,Qualification,15,1289,IBSEN Rikke Maeng,DEN,629.1
2022 World Championship,10M Air Rifle Women,Qualification,16,2169,TAN Fernel Qian Ni,SGP,628.9
2022 World Championship,10M Air Rifle Women,Qualification,17,2007,HAUGEN Milda Marina,NOR,628.9
2022 World Championship,10M Air Rifle Women,Qualification,18,2238,LEONE Chiara,SUI,628.9
2022 World Championship,10M Air Rifle Women,Qualification,19,1642,VALARIVAN Elavenil,IND,628.7
2022 World Championship,10M Air Rifle Women,Qualification,20,1758,LE Alexandra,KAZ,628.7
2022 World Championship,10M Air Rifle Women,Qualification,21,1296,NIELSEN Anna,DEN,628.5
2022 World Championship,10M Air Rifle Women,Qualification,22,2412,MADDALENA Sagen,USA,628.3
2022 World Championship,10M Air Rifle Women,Qualification,23,2316,SUNG Yu-Ting,TPE,628.2
2022 World Championship,10M Air Rifle Women,Qualification,24,1265,BRAZDOVA Lucie,CZE,628.0
2022 World Championship,10M Air Rifle Women,Qualification,25,2162,SIDI Roxana,ROU,628.0
2022 World Championship,10M Air Rifle Women,Qualification,26,1795,CHO Eunyoung,KOR,628.0
2022 World Championship,10M Air Rifle Women,Qualification,27,1486,PALBERG Denise,GER,628.0
2022 World Championship,10M Air Rifle Women,Qualification,28,2005,DUESTAD Jeanette Hegg,NOR,628.0
2022 World Championship,10M Air Rifle Women,Qualification,29,2429,TUCKER Mary Carolynn,USA,628.0
2022 World Championship,10M Air Rifle Women,Qualification,30,1733,HIRATA Shiori,JPN,627.9
2022 World Championship,10M Air Rifle Women,Qualification,31,2276,JOHANSSON Isabelle,SWE,627.8
2022 World Championship,10M Air Rifle Women,Qualification,32,2133,MERCADO MARTINEZ Yarimar,PUR,627.8
2022 World Championship,10M Air Rifle Women,Qualification,33,2313,LIN Ying-Shin,TPE,627.7
2022 World Championship,10M Air Rifle Women,Qualification,34,1658,KARAMZADEH Fatemeh,IRI,627.7
2022 World Championship,10M Air Rifle Women,Qualification,35,1738,NAKAGUCHI Haruka,JPN,627.5
2022 World Championship,10M Air Rifle Women,Qualification,36,1090,HAQUE Sajida,BAN,627.5
2022 World Championship,10M Air Rifle Women,Qualification,37,1494,STEFFEN Hannah,GER,627.4
2022 World Championship,10M Air Rifle Women,Qualification,38,2463,PHI Thanh Thao,VIE,627.4
2022 World Championship,10M Air Rifle Women,Qualification,39,1279,THURNWALDOVA Sabina,CZE,627.2
2022 World Championship,10M Air Rifle Women,Qualification,40,1350,GRANDE Paula,ESP,627.2
2022 World Championship,10M Air Rifle Women,Qualification,41,1716,ZIVIANI Martina,ITA,627.2
2022 World Championship,10M Air Rifle Women,Qualification,42,2212,VUKOJEVIC Teodora,SRB,627.1
2022 World Championship,10M Air Rifle Women,Qualification,43,1652,AMINI POZVEH Fatemeh,IRI,627.0
2022 World Championship,10M Air Rifle Women,Qualification,44,1478,JANSSEN Anna,GER,626.9
2022 World Championship,10M Air Rifle Women,Qualification,45,1681,ENGLER Tal,ISR,626.9
2022 World Championship,10M Air Rifle Women,Qualification,46,2018,STENE Jenny,NOR,626.7
2022 World Championship,10M Air Rifle Women,Qualification,47,2110,STANKIEWICZ Aneta,POL,626.5
2022 World Championship,10M Air Rifle Women,Qualification,48,1659,KHEDMATI Najmeh,IRI,626.4
2022 World Championship,10M Air Rifle Women,Qualification,49,1554,TARR Vivien,HUN,626.2
2022 World Championship,10M Air Rifle Women,Qualification,50,1264,BRABCOVA Aneta,CZE,626.0
2022 World Championship,10M Air Rifle Women,Qualification,51,1544,MESZAROS Eszter,HUN,625.9
2022 World Championship,10M Air Rifle Women,Qualification,52,1740,NOBATA Misaki,JPN,625.8
2022 World Championship,10M Air Rifle Women,Qualification,53,2227,CHRISTEN Nina,SUI,625.7
2022 World Championship,10M Air Rifle Women,Qualification,54,1695,CECCARELLO Sofia,ITA,625.7
2022 World Championship,10M Air Rifle Women,Qualification,55,2381,SUKHORUKOVA Viktoriya,UKR,625.5
2022 World Championship,10M Air Rifle Women,Qualification,56,2160,ILIE Laura-Georgeta,ROU,625.3
2022 World Championship,10M Air Rifle Women,Qualification,57,2298,SASTWEJ Chanittha,THA,625.3
2022 World Championship,10M Air Rifle Women,Qualification,58,2182,JEROVSEK Klavdija,SLO,625.3
2022 World Championship,10M Air Rifle Women,Qualification,59,1918,MARQUEZ PEREZ Luisa Fernanda,MEX,625.2
2022 World Championship,10M Air Rifle Women,Qualification,60,1699,GAMBARO Barbara,ITA,625.1
2022 World Championship,10M Air Rifle Women,Qualification,61,1061,WAIBEL Sheileen,AUT,624.8
2022 World Championship,10M Air Rifle Women,Qualification,62,1753,ALTUKHOVA Arina,KAZ,624.8
2022 World Championship,10M Air Rifle Women,Qualification,63,2181,DVORSAK Ziva,SLO,624.7
2022 World Championship,10M Air Rifle Women,Qualification,64,2318,TSAI Yi-Ting,TPE,624.6
2022 World Championship,10M Air Rifle Women,Qualification,65,2385,TYKHOVA Daria,UKR,624.2
2022 World Championship,10M Air Rifle Women,Qualification,66,1938,GANKHUYAG Nandinzaya,MGL,624.1
2022 World Championship,10M Air Rifle Women,Qualification,67,1394,VILJANEN Henna,FIN,624.1
2022 World Championship,10M Air Rifle Women,Qualification,68,2183,KUHARIC Urska,SLO,624.1
2022 World Championship,10M Air Rifle Women,Qualification,69,1882,MANKE Jurate,LTU,624.1
2022 World Championship,10M Air Rifle Women,Qualification,70,2211,VUKASINOVIC Sanja,SRB,624.1
2022 World Championship,10M Air Rifle Women,Qualification,71,1031,ROSSITER Victoria Michelle Venning,AUS,624.0
2022 World Championship,10M Air Rifle Women,Qualification,72,1684,TASHTCHIEV Olga,ISR,623.9
2022 World Championship,10M Air Rifle Women,Qualification,73,1536,DENES Eszter,HUN,623.8
2022 World Championship,10M Air Rifle Women,Qualification,74,1053,PRIBITZER Marlene,AUT,623.7
2022 World Championship,10M Air Rifle Women,Qualification,75,2248,ZUEGER Muriel,SUI,623.6
2022 World Championship,10M Air Rifle Women,Qualification,76,2256,DEMJEN PESKOVA Daniela,SVK,623.5
2022 World Championship,10M Air Rifle Women,Qualification,77,1025,COLLIER Elise,AUS,623.4
2022 World Championship,10M Air Rifle Women,Qualification,78,1314,DARWISH Farida,EGY,623.4
2022 World Championship,10M Air Rifle Women,Qualification,79,2096,KOCHANSKA Natalia,POL,623.3
2022 World Championship,10M Air Rifle Women,Qualification,80,1755,BEZRUKOVA Yelizaveta,KAZ,623.2
2022 World Championship,10M Air Rifle Women,Qualification,81,1231,GUSTIN Valentina,CRO,623.2
2022 World Championship,10M Air Rifle Women,Qualification,82,1150,RIZOVA Tanya,BUL,622.9
2022 World Championship,10M Air Rifle Women,Qualification,83,1293,KOCH Emma Norholm,DEN,622.7
2022 World Championship,10M Air Rifle Women,Qualification,84,1102,KAPS Jessie,BEL,622.6
2022 World Championship,10M Air Rifle Women,Qualification,85,2172,VELOSO Martina Lindsay,SGP,622.3
2022 World Championship,10M Air Rifle Women,Qualification,86,1227,BANJAC Tatjana,CRO,622.3
2022 World Championship,10M Air Rifle Women,Qualification,87,1045,HOFMANN Olivia,AUT,622.3
2022 World Championship,10M Air Rifle Women,Qualification,88,1437,LOTT Amy Lilian Daniele,GBR,622.3
2022 World Championship,10M Air Rifle Women,Qualification,89,1682,GOLDFADEN Ella,ISR,622.2
2022 World Championship,10M Air Rifle Women,Qualification,90,1011,CHAABI Houda,ALG,622.1
2022 World Championship,10M Air Rifle Women,Qualification,91,2453,TOKHIROVA Mukhtasar,UZB,622.0
2022 World Championship,10M Air Rifle Women,Qualification,92,1246,ZELJKOVIC Marta,CRO,621.8
2022 World Championship,10M Air Rifle Women,Qualification,93,1942,OLZVOIBAATAR Yanjinlkham,MGL,621.8
2022 World Championship,10M Air Rifle Women,Qualification,94,1094,TABASUM Nafisha,BAN,621.6
2022 World Championship,10M Air Rifle Women,Qualification,95,1978,SMEETS Manon,NED,621.4
2022 World Championship,10M Air Rifle Women,Qualification,96,2197,ARSOVIC Andrea,SRB,621.3
